,minimum,maximum
EX_glyclt_LPAREN_e_RPAREN_,0.0,0.11383427585606305
EX_gmp_LPAREN_e_RPAREN_,0.0,0.0
EX_gsn_LPAREN_e_RPAREN_,0.0,0.0
EX_gthox_LPAREN_e_RPAREN_,0.0,0.0
EX_gthrd_LPAREN_e_RPAREN_,0.0,0.014596436440535045
EX_gtp_LPAREN_e_RPAREN_,0.0,0.0
EX_gua_LPAREN_e_RPAREN_,0.0,0.035030389950637786
EX_h_LPAREN_e_RPAREN_,-999.9516790882487,0.5399620796796073
EX_h2_LPAREN_e_RPAREN_,0.0,0.0
EX_h2o_LPAREN_e_RPAREN_,0.7305071780151161,501.2605899849636
EX_h2o2_LPAREN_e_RPAREN_,0.0,0.0
EX_h2s_LPAREN_e_RPAREN_,0.0,0.06839469164023598
EX_hacolipa_LPAREN_e_RPAREN_,0.0,0.0
EX_halipa_LPAREN_e_RPAREN_,0.0,0.0
EX_hdca_LPAREN_e_RPAREN_,0.0,0.0
EX_hdcea_LPAREN_e_RPAREN_,0.0,0.0
EX_hg2_LPAREN_e_RPAREN_,0.0,0.0
EX_his_DASH_L_LPAREN_e_RPAREN_,0.0,0.02706139128858265
EX_hom_DASH_L_LPAREN_e_RPAREN_,0.0,0.04341576077716726
EX_hxa_LPAREN_e_RPAREN_,0.0,0.02519482480761216
EX_hxan_LPAREN_e_RPAREN_,0.0,0.03591165762195502
EX_idon_DASH_L_LPAREN_e_RPAREN_,0.0,0.03207839079714286
EX_ile_DASH_L_LPAREN_e_RPAREN_,0.0,0.024042435743374963
EX_imp_LPAREN_e_RPAREN_,0.0,0.0
EX_indole_LPAREN_e_RPAREN_,0.0,0.017286603997953346
EX_inost_LPAREN_e_RPAREN_,0.0,0.0
EX_ins_LPAREN_e_RPAREN_,0.0,0.017569087882748136
EX_isetac_LPAREN_e_RPAREN_,0.0,0.0
EX_k_LPAREN_e_RPAREN_,-0.003925588333777582,-0.003925588333776968
EX_kdo2lipid4_LPAREN_e_RPAREN_,0.0,-4.152584183122382e-13
EX_lac_DASH_D_LPAREN_e_RPAREN_,0.0,0.06756793925665294
EX_lac_DASH_L_LPAREN_e_RPAREN_,0.0,0.0552623655625572
EX_lcts_LPAREN_e_RPAREN_,0.0,0.0
EX_leu_DASH_L_LPAREN_e_RPAREN_,0.0,0.026277960470261343
EX_lipa_LPAREN_e_RPAREN_,0.0,-3.3706371673723804e-13
EX_lipa_cold_LPAREN_e_RPAREN_,0.0,-3.37063716737239e-13
EX_lipoate_LPAREN_e_RPAREN_,0.0,0.0
EX_lys_DASH_L_LPAREN_e_RPAREN_,0.0,0.02530141464197459
EX_lyx_DASH_L_LPAREN_e_RPAREN_,0.0,0.0
EX_mal_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_mal_DASH_L_LPAREN_e_RPAREN_,0.0,0.06189436970268172
EX_malt_LPAREN_e_RPAREN_,0.0,0.0
EX_malthx_LPAREN_e_RPAREN_,0.0,0.0
EX_maltpt_LPAREN_e_RPAREN_,0.0,6.358552489811932e-33
EX_malttr_LPAREN_e_RPAREN_,0.0,0.0
EX_maltttr_LPAREN_e_RPAREN_,0.0,0.0
EX_man_LPAREN_e_RPAREN_,0.0,0.0
EX_man6p_LPAREN_e_RPAREN_,0.0,0.0
EX_manglyc_LPAREN_e_RPAREN_,0.0,0.0
EX_melib_LPAREN_e_RPAREN_,0.0,0.0
EX_meoh_LPAREN_e_RPAREN_,0.0,4.022263435297244e-08
EX_met_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_met_DASH_L_LPAREN_e_RPAREN_,0.0,0.0
EX_metsox_DASH_R_DASH_L_LPAREN_e_RPAREN_,0.0,0.0
EX_metsox_DASH_S_DASH_L_LPAREN_e_RPAREN_,0.0,0.0
EX_mg2_LPAREN_e_RPAREN_,-0.00017446567651258253,-0.00017446567651255524
EX_mincyc_LPAREN_e_RPAREN_,0.0,0.0
EX_minohp_LPAREN_e_RPAREN_,0.0,-1.123507095011116e-13
EX_mmet_LPAREN_e_RPAREN_,0.0,0.0
EX_mn2_LPAREN_e_RPAREN_,-1.3896920169474876e-05,-1.3896920169472699e-05
EX_mnl_LPAREN_e_RPAREN_,0.0,0.0
EX_mobd_LPAREN_e_RPAREN_,-2.5943599158643866e-06,-2.5943599158639334e-06
EX_mso3_LPAREN_e_RPAREN_,0.0,0.0
EX_n2o_LPAREN_e_RPAREN_,0.0,0.0
EX_na1_LPAREN_e_RPAREN_,0.0,0.0
EX_nac_LPAREN_e_RPAREN_,0.0,0.0
EX_nh4_LPAREN_e_RPAREN_,-0.435363090131388,-0.21721851568305306
EX_ni2_LPAREN_e_RPAREN_,-6.495955448248711e-06,-6.495955448248454e-06
EX_nmn_LPAREN_e_RPAREN_,0.0,0.0
EX_no_LPAREN_e_RPAREN_,0.0,0.0
EX_no2_LPAREN_e_RPAREN_,0.0,0.0
EX_no3_LPAREN_e_RPAREN_,0.0,0.0
EX_novbcn_LPAREN_e_RPAREN_,0.0,0.0
EX_o16a4colipa_LPAREN_e_RPAREN_,0.0,0.0
EX_o2_LPAREN_e_RPAREN_,-250.51146804586423,-0.3088183679787187
EX_o2s_LPAREN_e_RPAREN_,0.0,0.0
EX_ocdca_LPAREN_e_RPAREN_,0.0,0.0
EX_ocdcea_LPAREN_e_RPAREN_,0.0,0.0
EX_octa_LPAREN_e_RPAREN_,0.0,0.0
EX_orn_LPAREN_e_RPAREN_,0.0,0.031533552564313665
EX_orot_LPAREN_e_RPAREN_,0.0,0.0
EX_pacald_LPAREN_e_RPAREN_,0.0,0.0
EX_peamn_LPAREN_e_RPAREN_,0.0,0.0
EX_phe_DASH_L_LPAREN_e_RPAREN_,0.0,0.017122796233482885
EX_pheme_LPAREN_e_RPAREN_,0.0,0.004634417533430992
EX_pi_LPAREN_e_RPAREN_,-0.0194,-0.01940000000067413
EX_pnto_DASH_R_LPAREN_e_RPAREN_,0.0,0.0
EX_ppa_LPAREN_e_RPAREN_,0.0,0.0
EX_ppal_LPAREN_e_RPAREN_,0.0,0.0
EX_pppn_LPAREN_e_RPAREN_,0.0,0.0
EX_ppt_LPAREN_e_RPAREN_,0.0,-1.0638408556862267e-12
EX_pro_DASH_L_LPAREN_e_RPAREN_,0.0,0.033659410040551486
EX_progly_LPAREN_e_RPAREN_,0.0,0.0
EX_psclys_LPAREN_e_RPAREN_,0.0,0.0
EX_pser_DASH_L_LPAREN_e_RPAREN_,0.0,0.0
EX_ptrc_LPAREN_e_RPAREN_,0.0,0.03186901588945831
EX_pydam_LPAREN_e_RPAREN_,0.0,0.0
EX_pydx_LPAREN_e_RPAREN_,0.0,0.0
EX_pydxn_LPAREN_e_RPAREN_,0.0,0.0
EX_pyr_LPAREN_e_RPAREN_,0.0,0.080351062899536
EX_quin_LPAREN_e_RPAREN_,0.0,0.02467404160378724
EX_r5p_LPAREN_e_RPAREN_,0.0,0.0
EX_rfamp_LPAREN_e_RPAREN_,0.0,0.0
EX_rib_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_rmn_LPAREN_e_RPAREN_,0.0,0.0
EX_sbt_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_sel_LPAREN_e_RPAREN_,0.0,0.0
EX_ser_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_ser_DASH_L_LPAREN_e_RPAREN_,0.0,0.06902505745654253
EX_skm_LPAREN_e_RPAREN_,0.0,0.0
EX_slnt_LPAREN_e_RPAREN_,0.0,0.0
EX_so2_LPAREN_e_RPAREN_,0.0,0.0
EX_so3_LPAREN_e_RPAREN_,0.0,0.0
EX_so4_LPAREN_e_RPAREN_,-0.07346688649679495,-0.005072194860002925
EX_spmd_LPAREN_e_RPAREN_,-1.600768387545078e-17,0.008884007988185005
EX_succ_LPAREN_e_RPAREN_,0.0,0.05716960865679366
EX_sucr_LPAREN_e_RPAREN_,0.0,0.0
EX_sulfac_LPAREN_e_RPAREN_,0.0,0.0
EX_tartr_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_tartr_DASH_L_LPAREN_e_RPAREN_,0.0,0.0
EX_taur_LPAREN_e_RPAREN_,0.0,0.0
EX_tcynt_LPAREN_e_RPAREN_,0.0,0.0
EX_thm_LPAREN_e_RPAREN_,0.0,0.0
EX_thr_DASH_L_LPAREN_e_RPAREN_,0.0,0.042192781600192575
EX_thrp_LPAREN_e_RPAREN_,0.0,0.0
EX_thym_LPAREN_e_RPAREN_,0.0,0.03566294635268013
EX_thymd_LPAREN_e_RPAREN_,0.0,0.017086145559005672
EX_tma_LPAREN_e_RPAREN_,0.0,0.0
EX_tmao_LPAREN_e_RPAREN_,0.0,0.0
EX_tre_LPAREN_e_RPAREN_,0.0,0.0
EX_trp_DASH_L_LPAREN_e_RPAREN_,0.0,0.014220999348068834
EX_tsul_LPAREN_e_RPAREN_,0.0,0.0
EX_ttdca_LPAREN_e_RPAREN_,0.0,0.0
EX_ttdcea_LPAREN_e_RPAREN_,0.0,0.0
EX_ttrcyc_LPAREN_e_RPAREN_,0.0,0.0
EX_tungs_LPAREN_e_RPAREN_,0.0,0.0
EX_tym_LPAREN_e_RPAREN_,0.0,0.0
EX_tyr_DASH_L_LPAREN_e_RPAREN_,0.0,0.017840518231384377
EX_tyrp_LPAREN_e_RPAREN_,0.0,0.0
EX_uacgam_LPAREN_e_RPAREN_,0.0,0.0
EX_udpacgal_LPAREN_e_RPAREN_,0.0,0.0
EX_udpg_LPAREN_e_RPAREN_,0.0,0.0
EX_udpgal_LPAREN_e_RPAREN_,0.0,0.0
EX_udpglcur_LPAREN_e_RPAREN_,0.0,0.0
EX_ump_LPAREN_e_RPAREN_,0.0,0.0
EX_ura_LPAREN_e_RPAREN_,0.0,0.058055959178780786
EX_urea_LPAREN_e_RPAREN_,0.0,0.08398648416051908
EX_uri_LPAREN_e_RPAREN_,0.0,0.02162861197575694
EX_val_DASH_L_LPAREN_e_RPAREN_,0.0,0.03299215301319691
EX_xan_LPAREN_e_RPAREN_,0.0,0.03937899008174922
EX_xmp_LPAREN_e_RPAREN_,0.0,0.0
EX_xtsn_LPAREN_e_RPAREN_,0.0,0.01835997929856472
EX_xyl_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_xylu_DASH_L_LPAREN_e_RPAREN_,0.0,0.0
EX_zn2_LPAREN_e_RPAREN_,-6.857959157439539e-06,-6.85795915743877e-06
12DGR120tipp,0.0,0.2210312933453243
12DGR140tipp,0.0,0.2210312933453298
12DGR141tipp,0.0,0.2210312933453243
12DGR160tipp,0.0,0.2210312933453243
12DGR161tipp,0.0,0.2210312933453241
12DGR180tipp,0.0,0.2210312933453241
12DGR181tipp,0.0,0.22103129334532423
12PPDRtex,-0.044539817021752706,0.0
12PPDRtpp,-0.044539817021752706,0.0
12PPDStex,-0.04388481971261539,0.0
12PPDStpp,-0.04388481971261539,0.0
14GLUCANabcpp,0.0,0.0
14GLUCANtexi,0.0,0.0
23CAMPtex,0.0,0.0
23CCMPtex,0.0,0.0
23CGMPtex,0.0,0.0
23CUMPtex,0.0,0.0
23DAPPAt2pp,0.0,0.0
23DAPPAtex,0.0,0.0
23PDE2pp,0.0,0.0
23PDE4pp,0.0,0.0
23PDE7pp,0.0,0.0
23PDE9pp,0.0,0.0
26DAHtex,0.0,0.0
2AGPA120tipp,0.0,0.1560220894202286
2AGPA140tipp,0.0,0.15602208941205503
2AGPA141tipp,0.0,0.15602208941205536
2AGPA160tipp,0.0,0.15602208941205506
2AGPA161tipp,0.0,0.1560220894120549
2AGPA180tipp,0.0,0.1560220894168428
2AGPA181tipp,0.0,0.15602208941684118
2AGPE120tipp,0.0,0.22103129334047938
2AGPE140tipp,0.0,0.22103129334052288
2AGPE141tipp,0.0,0.22103129334051924
2AGPE160tipp,0.0,0.22103129334329874
2AGPE161tipp,0.0,0.22103129334329874
2AGPE180tipp,0.0,0.2210312933432978
2AGPE181tipp,0.0,0.22103129334329874
2AGPEAT120,0.0,0.2210312933432987
2AGPEAT140,0.0,0.2210312933432979
2AGPEAT141,0.0,0.22103129334329855
2AGPEAT160,0.0,0.22103129334329844
2AGPEAT161,0.0,0.22103129334183316
2AGPEAT180,0.0,0.22103129334183316
2AGPEAT181,0.0,0.22103129334183405
2AGPG120tipp,0.0,0.22103129334183383
2AGPG140tipp,0.0,0.22103129334183397
2AGPG141tipp,0.0,0.22103129334183375
2AGPG160tipp,0.0,0.22103129334183352
2AGPG161tipp,0.0,0.2210312933418327
2AGPG180tipp,0.0,0.22103129334185634
2AGPG181tipp,0.0,0.22103129334185623
2AGPGAT120,0.0,0.22103129334185626
2AGPGAT140,0.0,0.2210312933418569
2AGPGAT141,0.0,0.22103129334185623
2AGPGAT160,0.0,0.22103129334185612
2AGPGAT161,0.0,0.22103129334185634
2AGPGAT180,0.0,0.22103129334185614
2AGPGAT181,0.0,0.2210312933418536
2DGULRGx,0.0,0.0
2DGULRGy,0.0,0.0
2DGULRx,0.0,0.0
2DGULRy,0.0,0.0
2MAHMP,0.0,0.6630938800255607
34dhpactex,0.0,0.0
3AMACHYD,0.0,0.04114955348273488
3AMPtex,0.0,0.0
3CMPtex,0.0,0.0
3GMPtex,0.0,0.0
3HAD100,0.0,0.07202232124569856
3HAD120,0.0,0.11634374970459038
3HAD121,0.0,0.06494862001854626
3HAD140,0.0,0.11574177157150839
3HAD141,0.0,0.06494862001854669
3HAD160,0.0,0.11672898972101374
3HAD161,0.0,0.11690535050384601
3HAD180,0.0,0.11574177157294699
3HAD181,0.0,0.1157417715729478
3HAD40,0.0,0.0349031249120348
3HAD60,0.0,0.0349031249120348
3HAD80,0.0,0.0349031249120348
3HCINNMH,0.0,0.0
3HPPPNH,0.0,0.0
3HPPtex,-0.04114955348477601,0.0
3HPPtpp,3.686287386450715e-18,0.041149553482514936
3KGK,0.0,0.0
3NTD2pp,0.0,0.0
3NTD4pp,0.0,0.0
3NTD7pp,0.0,0.0
3NTD9pp,0.0,0.0
3OAR100,0.0,0.07202232124537906
3OAR120,0.0,0.1163437497040736
3OAR121,0.0,0.06494862001782574
3OAR140,0.00156514314800151,0.11730691471884858
3OAR141,0.0,0.06494862001817324
3OAR160,0.0,0.1167289897203469
3OAR161,0.0,0.11690535050174419
3OAR180,0.0,0.1157417715708492
3OAR181,0.0,0.11574177157084728
3OAR40,0.0,0.03490312491093785
3OAR60,0.0,0.03490312491093785
3OAR80,0.0,0.03490312491093785
3OAS100,0.0,0.07202232124480142
3OAS120,0.0,0.116343749703141
3OAS121,0.0,0.06494862001730178
3OAS140,0.00156514314800151,0.11730691471728907
3OAS141,0.0,0.0649486200173021
3OAS160,0.0,0.11672898972085627
3OAS161,0.0,0.1169053505022572
3OAS180,0.0,0.11574177157135682
3OAS181,0.0,0.1157417715713562
3OAS60,0.0,0.03490312491155609
3OAS80,0.0,0.03490312491155609
3OXCOAT,0.0,0.0
3PEPTabcpp,0.0,0.04530009242184353
3PEPTtex,-0.01060045114540586,0.0
3UMPtex,-1.540743955509789e-33,0.0
42A12BOOXpp,0.0,0.0
4HOXPACDtex,0.0,0.0
4HTHRS,0.0,0.0
4PCP,0.0,0.04567070533996835
4PCPpp,0.0,0.045027200298820125
4PEPTabcpp,0.0,0.045163234136580896
4PEPTtex,-0.009077840889974811,0.0
5DGLCNR,-0.03481679001233086,0.0
5DGLCNt2rpp,-0.03481679001233086,0.0
5DGLCNtex,-0.03481679001233086,0.0
5DOAN,4.4848237305244745e-06,0.007191892502756975
5MTRtex,-0.00888400798840926,0.0
5MTRtpp,0.0,0.008884007988227806
A5PISO,0.0007825715740007548,0.0007825715732831516
AACPS1,0.0,0.663093880021742
AACPS2,0.0,0.6630938800217421
AACPS3,0.0,0.6656606472104388
AACPS4,0.0,0.66611918524208
AACPS5,0.0,0.6630938800217423
AACPS6,0.0,0.6630938800217421
AACPS7,0.0,0.6646590231697435
AACPS8,0.0,0.663093880021742
AACPS9,0.0,0.6630938800217582
AACTOOR,0.0,0.21809794666970211
