,minimum,maximum
EX_cbl1_LPAREN_e_RPAREN_,-2.3330737553740408e-06,0.0
EX_cd2_LPAREN_e_RPAREN_,0.0,0.0
EX_cgly_LPAREN_e_RPAREN_,0.0,0.08984462929583499
EX_chol_LPAREN_e_RPAREN_,0.0,0.0
EX_chtbs_LPAREN_e_RPAREN_,0.0,4.238490226749115e-22
EX_cit_LPAREN_e_RPAREN_,0.0,0.16747806615616276
EX_cl_LPAREN_e_RPAREN_,-0.00010467940590754021,-5.233970295376785e-05
EX_cm_LPAREN_e_RPAREN_,0.0,0.0
EX_cmp_LPAREN_e_RPAREN_,0.0,0.0
EX_co2_LPAREN_e_RPAREN_,-0.3912886338242737,0.9672321687767222
EX_cobalt2_LPAREN_e_RPAREN_,-5.027829294310541e-07,-2.513914647155036e-07
EX_colipa_LPAREN_e_RPAREN_,0.0,0.002425000000259737
EX_colipap_LPAREN_e_RPAREN_,0.0,0.0016166666668398246
EX_cpgn_LPAREN_e_RPAREN_,0.0,0.0
EX_cpgn_DASH_un_LPAREN_e_RPAREN_,0.0,0.0
EX_crn_LPAREN_e_RPAREN_,0.0,0.0
EX_crn_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_csn_LPAREN_e_RPAREN_,0.0,0.0
EX_cu_LPAREN_e_RPAREN_,0.0,0.0
EX_cu2_LPAREN_e_RPAREN_,-1.4258923878664693e-05,-7.129461939331681e-06
EX_cyan_LPAREN_e_RPAREN_,0.0,0.0
EX_cynt_LPAREN_e_RPAREN_,0.0,0.0
EX_cys_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_cys_DASH_L_LPAREN_e_RPAREN_,0.0,0.08984462929597535
EX_cytd_LPAREN_e_RPAREN_,0.0,0.04997025224520257
EX_dad_DASH_2_LPAREN_e_RPAREN_,0.0,0.0
EX_damp_LPAREN_e_RPAREN_,0.0,0.0
EX_dca_LPAREN_e_RPAREN_,0.0,0.0
EX_dcmp_LPAREN_e_RPAREN_,0.0,0.0
EX_dcyt_LPAREN_e_RPAREN_,0.0,0.0
EX_ddca_LPAREN_e_RPAREN_,0.0,0.0
EX_dgmp_LPAREN_e_RPAREN_,0.0,0.0
EX_dgsn_LPAREN_e_RPAREN_,0.0,0.0
EX_dha_LPAREN_e_RPAREN_,0.0,0.2163419703486986
EX_dimp_LPAREN_e_RPAREN_,0.0,0.0
EX_din_LPAREN_e_RPAREN_,0.0,0.0
EX_dms_LPAREN_e_RPAREN_,0.0,0.0
EX_dmso_LPAREN_e_RPAREN_,0.0,0.0
EX_dopa_LPAREN_e_RPAREN_,0.0,0.0
EX_doxrbcn_LPAREN_e_RPAREN_,0.0,0.0
EX_dtmp_LPAREN_e_RPAREN_,0.0,0.0
EX_dump_LPAREN_e_RPAREN_,0.0,0.0
EX_duri_LPAREN_e_RPAREN_,0.0,0.0
EX_eca4colipa_LPAREN_e_RPAREN_,0.0,0.002424999999970899
EX_enlipa_LPAREN_e_RPAREN_,0.0,0.003233333333950552
EX_enter_LPAREN_e_RPAREN_,0.0,0.019421597355641276
EX_etha_LPAREN_e_RPAREN_,0.0,0.17863013627693367
EX_ethso3_LPAREN_e_RPAREN_,0.0,0.0
EX_etoh_LPAREN_e_RPAREN_,0.0,0.2860552190896113
EX_f6p_LPAREN_e_RPAREN_,0.0,0.0
EX_fald_LPAREN_e_RPAREN_,0.0,0.0
EX_fe2_LPAREN_e_RPAREN_,-1000.0,1.1496792331396364
EX_fe3_LPAREN_e_RPAREN_,-1.1498407370704478,999.9998384960672
EX_fe3dcit_LPAREN_e_RPAREN_,0.0,0.0
EX_fe3dhbzs_LPAREN_e_RPAREN_,0.0,0.0
EX_fe3hox_LPAREN_e_RPAREN_,0.0,0.0
EX_fe3hox_DASH_un_LPAREN_e_RPAREN_,0.0,0.0
EX_fecrm_LPAREN_e_RPAREN_,0.0,0.0
EX_fecrm_DASH_un_LPAREN_e_RPAREN_,0.0,0.0
EX_feenter_LPAREN_e_RPAREN_,0.0,0.019421597355387687
EX_feoxam_LPAREN_e_RPAREN_,0.0,0.0
EX_feoxam_DASH_un_LPAREN_e_RPAREN_,0.0,0.0
EX_for_LPAREN_e_RPAREN_,0.0,1.3585208026216657
EX_fru_LPAREN_e_RPAREN_,0.0,0.0
EX_frulys_LPAREN_e_RPAREN_,0.0,0.0
EX_fruur_LPAREN_e_RPAREN_,0.0,0.0
EX_fuc_DASH_L_LPAREN_e_RPAREN_,0.0,0.0
EX_fum_LPAREN_e_RPAREN_,0.0,0.0
EX_fusa_LPAREN_e_RPAREN_,0.0,0.0
EX_g1p_LPAREN_e_RPAREN_,0.0,0.0
EX_g3pc_LPAREN_e_RPAREN_,0.0,0.0
EX_g3pe_LPAREN_e_RPAREN_,0.0,0.009700000002890797
EX_g3pg_LPAREN_e_RPAREN_,0.0,0.00970000000289071
EX_g3pi_LPAREN_e_RPAREN_,0.0,0.0
EX_g3ps_LPAREN_e_RPAREN_,0.0,0.0
EX_g6p_LPAREN_e_RPAREN_,0.0,0.0
EX_gal_LPAREN_e_RPAREN_,0.0,0.0
EX_gal_DASH_bD_LPAREN_e_RPAREN_,0.0,0.0
EX_gal1p_LPAREN_e_RPAREN_,0.0,0.0
EX_galct_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_galctn_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_galctn_DASH_L_LPAREN_e_RPAREN_,0.0,0.0
EX_galt_LPAREN_e_RPAREN_,0.0,0.0
EX_galur_LPAREN_e_RPAREN_,0.0,0.0
EX_gam_LPAREN_e_RPAREN_,0.0,0.0
EX_gam6p_LPAREN_e_RPAREN_,0.0,0.0
EX_gbbtn_LPAREN_e_RPAREN_,0.0,0.0
EX_gdp_LPAREN_e_RPAREN_,0.0,0.0
EX_glc_LPAREN_e_RPAREN_,-0.23,-0.23
EX_glcn_LPAREN_e_RPAREN_,0.0,0.13602552346801822
EX_glcr_LPAREN_e_RPAREN_,0.0,0.0
EX_glcur_LPAREN_e_RPAREN_,0.0,0.0
EX_glcur1p_LPAREN_e_RPAREN_,0.0,0.0
EX_gln_DASH_L_LPAREN_e_RPAREN_,0.0,0.0
EX_glu_DASH_L_LPAREN_e_RPAREN_,0.0,0.17170020228184057
EX_gly_LPAREN_e_RPAREN_,0.0,0.39116324355313215
EX_glyald_LPAREN_e_RPAREN_,0.0,0.216341970351334
EX_glyb_LPAREN_e_RPAREN_,0.0,0.0
EX_glyc_LPAREN_e_RPAREN_,0.0,0.2071552067980025
EX_glyc_DASH_R_LPAREN_e_RPAREN_,0.0,0.15928682970616137
EX_glyc2p_LPAREN_e_RPAREN_,0.0,0.0
EX_glyc3p_LPAREN_e_RPAREN_,0.0,0.009700000001841833
EX_glyclt_LPAREN_e_RPAREN_,0.0,0.31147182739789514
EX_gmp_LPAREN_e_RPAREN_,0.0,0.0
EX_gsn_LPAREN_e_RPAREN_,0.0,0.0
EX_gthox_LPAREN_e_RPAREN_,0.0,0.0
EX_gthrd_LPAREN_e_RPAREN_,0.0,0.0618232216298589
EX_gtp_LPAREN_e_RPAREN_,0.0,0.0
EX_gua_LPAREN_e_RPAREN_,0.0,0.1385826720123064
EX_h_LPAREN_e_RPAREN_,-1000.0,1.4702197627387932
EX_h2_LPAREN_e_RPAREN_,0.0,0.0
EX_h2o_LPAREN_e_RPAREN_,-0.12573714866573835,501.9256333378517
EX_h2o2_LPAREN_e_RPAREN_,0.0,0.0
EX_h2s_LPAREN_e_RPAREN_,0.0,0.2733543083353214
EX_hacolipa_LPAREN_e_RPAREN_,0.0,0.0
EX_halipa_LPAREN_e_RPAREN_,0.0,0.0
EX_hdca_LPAREN_e_RPAREN_,0.0,0.0
EX_hdcea_LPAREN_e_RPAREN_,0.0,0.0
EX_hg2_LPAREN_e_RPAREN_,0.0,0.0
EX_his_DASH_L_LPAREN_e_RPAREN_,0.0,0.049970252245288053
EX_hom_DASH_L_LPAREN_e_RPAREN_,0.0,0.1786040180746241
EX_hxa_LPAREN_e_RPAREN_,0.0,0.10614000899481472
EX_hxan_LPAREN_e_RPAREN_,0.0,0.1465586531351433
EX_idon_DASH_L_LPAREN_e_RPAREN_,0.0,0.13631689572024833
EX_ile_DASH_L_LPAREN_e_RPAREN_,0.0,0.10113250782913358
EX_imp_LPAREN_e_RPAREN_,0.0,0.0
EX_indole_LPAREN_e_RPAREN_,0.0,0.029132396032973563
EX_inost_LPAREN_e_RPAREN_,0.0,0.0
EX_ins_LPAREN_e_RPAREN_,0.0,0.04997025224465613
EX_isetac_LPAREN_e_RPAREN_,0.0,0.0
EX_k_LPAREN_e_RPAREN_,-0.003925588333777534,-0.0019627941668885316
EX_kdo2lipid4_LPAREN_e_RPAREN_,0.0,0.004850000000130345
EX_lac_DASH_D_LPAREN_e_RPAREN_,0.0,0.28605522006127393
EX_lac_DASH_L_LPAREN_e_RPAREN_,0.0,0.23290638090887322
EX_lcts_LPAREN_e_RPAREN_,0.0,0.0
EX_leu_DASH_L_LPAREN_e_RPAREN_,0.0,0.10836024779856258
EX_lipa_LPAREN_e_RPAREN_,0.0,0.0048500000003354
EX_lipa_cold_LPAREN_e_RPAREN_,0.0,0.004850000000449048
EX_lipoate_LPAREN_e_RPAREN_,0.0,0.0
EX_lys_DASH_L_LPAREN_e_RPAREN_,0.0,0.10684160101355596
EX_lyx_DASH_L_LPAREN_e_RPAREN_,0.0,0.0
EX_mal_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_mal_DASH_L_LPAREN_e_RPAREN_,0.0,0.258068568446316
EX_malt_LPAREN_e_RPAREN_,0.0,0.0
EX_malthx_LPAREN_e_RPAREN_,0.0,0.0
EX_maltpt_LPAREN_e_RPAREN_,0.0,0.0
EX_malttr_LPAREN_e_RPAREN_,0.0,0.0
EX_maltttr_LPAREN_e_RPAREN_,0.0,0.0
EX_man_LPAREN_e_RPAREN_,0.0,0.0
EX_man6p_LPAREN_e_RPAREN_,0.0,0.0
EX_manglyc_LPAREN_e_RPAREN_,0.0,0.0
EX_melib_LPAREN_e_RPAREN_,0.0,0.0
EX_meoh_LPAREN_e_RPAREN_,0.0,2.3967691417673002e-08
EX_met_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_met_DASH_L_LPAREN_e_RPAREN_,0.0,0.0
EX_metsox_DASH_R_DASH_L_LPAREN_e_RPAREN_,0.0,0.0
EX_metsox_DASH_S_DASH_L_LPAREN_e_RPAREN_,0.0,0.0
EX_mg2_LPAREN_e_RPAREN_,-0.00017446567651258044,-8.72328382562798e-05
EX_mincyc_LPAREN_e_RPAREN_,0.0,0.0
EX_minohp_LPAREN_e_RPAREN_,0.0,0.0
EX_mmet_LPAREN_e_RPAREN_,0.0,0.0
EX_mn2_LPAREN_e_RPAREN_,-1.3896920169474705e-05,-6.948460084736523e-06
EX_mnl_LPAREN_e_RPAREN_,0.0,0.0
EX_mobd_LPAREN_e_RPAREN_,-2.730503296435133e-06,-1.2971799579319991e-06
EX_mso3_LPAREN_e_RPAREN_,0.0,0.0
EX_n2o_LPAREN_e_RPAREN_,0.0,0.0
EX_na1_LPAREN_e_RPAREN_,0.0,0.0
EX_nac_LPAREN_e_RPAREN_,0.0,0.0
EX_nh4_LPAREN_e_RPAREN_,-0.845796034654711,-0.10860939861977378
EX_ni2_LPAREN_e_RPAREN_,-6.495955448249185e-06,-3.247977724124306e-06
EX_nmn_LPAREN_e_RPAREN_,0.0,0.0
EX_no_LPAREN_e_RPAREN_,0.0,0.0
EX_no2_LPAREN_e_RPAREN_,0.0,0.0
EX_no3_LPAREN_e_RPAREN_,0.0,0.0
EX_novbcn_LPAREN_e_RPAREN_,0.0,0.0
EX_o16a4colipa_LPAREN_e_RPAREN_,0.0,0.0
EX_o2_LPAREN_e_RPAREN_,-250.94573402293207,-0.0869491959226161
EX_o2s_LPAREN_e_RPAREN_,0.0,0.0
EX_ocdca_LPAREN_e_RPAREN_,0.0,0.0
EX_ocdcea_LPAREN_e_RPAREN_,0.0,0.0
EX_octa_LPAREN_e_RPAREN_,0.0,0.0
EX_orn_LPAREN_e_RPAREN_,0.0,0.08984458907312046
EX_orot_LPAREN_e_RPAREN_,0.0,0.0
EX_pacald_LPAREN_e_RPAREN_,0.0,0.0
EX_peamn_LPAREN_e_RPAREN_,0.0,0.0
EX_phe_DASH_L_LPAREN_e_RPAREN_,0.0,0.05826473173218911
EX_pheme_LPAREN_e_RPAREN_,0.0,0.019339829785290932
EX_pi_LPAREN_e_RPAREN_,-0.0194,-0.00969999999787145
EX_pnto_DASH_R_LPAREN_e_RPAREN_,0.0,0.0
EX_ppa_LPAREN_e_RPAREN_,0.0,0.0
EX_ppal_LPAREN_e_RPAREN_,0.0,0.0
EX_pppn_LPAREN_e_RPAREN_,0.0,0.0
EX_ppt_LPAREN_e_RPAREN_,0.0,0.0
EX_pro_DASH_L_LPAREN_e_RPAREN_,0.0,0.1412684474373691
EX_progly_LPAREN_e_RPAREN_,0.0,0.0
EX_psclys_LPAREN_e_RPAREN_,0.0,0.0
EX_pser_DASH_L_LPAREN_e_RPAREN_,0.0,0.0
EX_ptrc_LPAREN_e_RPAREN_,0.0,0.08984458907327657
EX_pydam_LPAREN_e_RPAREN_,0.0,0.0
EX_pydx_LPAREN_e_RPAREN_,0.0,0.0
EX_pydxn_LPAREN_e_RPAREN_,0.0,0.0
EX_pyr_LPAREN_e_RPAREN_,0.0,0.3322440024402248
EX_quin_LPAREN_e_RPAREN_,0.0,0.05826473173228404
EX_r5p_LPAREN_e_RPAREN_,0.0,0.0
EX_rfamp_LPAREN_e_RPAREN_,0.0,0.0
EX_rib_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_rmn_LPAREN_e_RPAREN_,0.0,0.0
EX_sbt_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_sel_LPAREN_e_RPAREN_,0.0,0.0
EX_ser_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_ser_DASH_L_LPAREN_e_RPAREN_,0.0,0.2886810208917723
EX_skm_LPAREN_e_RPAREN_,0.0,0.0
EX_slnt_LPAREN_e_RPAREN_,0.0,0.0
EX_so2_LPAREN_e_RPAREN_,0.0,0.0
EX_so3_LPAREN_e_RPAREN_,0.0,0.0
EX_so4_LPAREN_e_RPAREN_,-0.27589040576464874,-0.0025361376526358984
EX_spmd_LPAREN_e_RPAREN_,0.0,0.03742469563738262
EX_succ_LPAREN_e_RPAREN_,0.0,0.23537444084832096
EX_sucr_LPAREN_e_RPAREN_,0.0,0.0
EX_sulfac_LPAREN_e_RPAREN_,0.0,0.0
EX_tartr_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_tartr_DASH_L_LPAREN_e_RPAREN_,0.0,0.0
EX_taur_LPAREN_e_RPAREN_,0.0,0.0
EX_tcynt_LPAREN_e_RPAREN_,0.0,0.0
EX_thm_LPAREN_e_RPAREN_,0.0,0.0
EX_thr_DASH_L_LPAREN_e_RPAREN_,0.0,0.17384124426239217
EX_thrp_LPAREN_e_RPAREN_,0.0,0.0
EX_thym_LPAREN_e_RPAREN_,0.0,0.15054952870414862
EX_thymd_LPAREN_e_RPAREN_,0.0,0.049970252245884694
EX_tma_LPAREN_e_RPAREN_,0.0,0.0
EX_tmao_LPAREN_e_RPAREN_,0.0,0.0
EX_tre_LPAREN_e_RPAREN_,0.0,0.0
EX_trp_DASH_L_LPAREN_e_RPAREN_,0.0,0.02913239603355742
EX_tsul_LPAREN_e_RPAREN_,0.0,0.0
EX_ttdca_LPAREN_e_RPAREN_,0.0,0.0
EX_ttdcea_LPAREN_e_RPAREN_,0.0,0.0
EX_ttrcyc_LPAREN_e_RPAREN_,0.0,0.0
EX_tungs_LPAREN_e_RPAREN_,0.0,0.0
EX_tym_LPAREN_e_RPAREN_,0.0,0.0
EX_tyr_DASH_L_LPAREN_e_RPAREN_,0.0,0.058264792066231495
EX_tyrp_LPAREN_e_RPAREN_,0.0,0.0
EX_uacgam_LPAREN_e_RPAREN_,0.0,0.0
EX_udpacgal_LPAREN_e_RPAREN_,0.0,0.0
EX_udpg_LPAREN_e_RPAREN_,0.0,0.0
EX_udpgal_LPAREN_e_RPAREN_,0.0,0.0
EX_udpglcur_LPAREN_e_RPAREN_,0.0,0.0
EX_ump_LPAREN_e_RPAREN_,0.0,0.0
EX_ura_LPAREN_e_RPAREN_,0.0,0.24144617258195922
EX_urea_LPAREN_e_RPAREN_,0.0,0.08984462929589655
EX_uri_LPAREN_e_RPAREN_,0.0,0.049970252245246705
EX_val_DASH_L_LPAREN_e_RPAREN_,0.0,0.13988362985958247
EX_xan_LPAREN_e_RPAREN_,0.0,0.1579197890387886
EX_xmp_LPAREN_e_RPAREN_,0.0,0.0
EX_xtsn_LPAREN_e_RPAREN_,0.0,0.04997025224560369
EX_xyl_DASH_D_LPAREN_e_RPAREN_,0.0,0.0
EX_xylu_DASH_L_LPAREN_e_RPAREN_,0.0,0.0
EX_zn2_LPAREN_e_RPAREN_,-6.857959157439572e-06,-3.4289795787194685e-06
12DGR120tipp,0.0,0.8155796332686782
12DGR140tipp,0.0,0.8155796332686784
12DGR141tipp,0.0,0.8155796332686779
12DGR160tipp,0.0,0.8155796332686788
12DGR161tipp,0.0,0.8155796332686788
12DGR180tipp,0.0,0.8155796332686789
12DGR181tipp,0.0,0.8155796332686788
12PPDRtex,-0.18852169061917984,0.0
12PPDRtpp,-0.18852169061917984,0.0
12PPDStex,-0.18611710130812176,0.0
12PPDStpp,-0.18611710130812176,0.0
14GLUCANabcpp,0.0,0.0
14GLUCANtexi,0.0,0.0
23CAMPtex,0.0,0.0
23CCMPtex,0.0,0.0
23CGMPtex,0.0,0.0
23CUMPtex,0.0,0.0
23DAPPAt2pp,0.0,0.0
23DAPPAtex,0.0,0.0
23PDE2pp,0.0,0.0
23PDE4pp,0.0,0.0
23PDE7pp,0.0,0.0
23PDE9pp,0.0,0.0
26DAHtex,0.0,0.0
2AGPA120tipp,0.0,0.5748900850362488
2AGPA140tipp,0.0,0.5748900850390459
2AGPA141tipp,0.0,0.5748900850390423
2AGPA160tipp,0.0,0.5748900850390458
2AGPA161tipp,0.0,0.5748900850390464
2AGPA180tipp,0.0,0.5748900850390432
2AGPA181tipp,0.0,0.5748900850335523
2AGPE120tipp,0.0,0.8144276204642382
2AGPE140tipp,0.0,0.8144276204642381
2AGPE141tipp,0.0,0.814427620464269
2AGPE160tipp,0.0,0.8144276204642436
2AGPE161tipp,0.0,0.8144276204642524
2AGPE180tipp,0.0,0.814427620464266
2AGPE181tipp,0.0,0.814427620464146
2AGPEAT120,0.0,0.8144276204649715
2AGPEAT140,0.0,0.814427620464805
2AGPEAT141,0.0,0.8144276204649076
2AGPEAT160,0.0,0.8144276204648191
2AGPEAT161,0.0,0.814427620464874
2AGPEAT180,0.0,0.8144276204648754
2AGPEAT181,0.0,0.8144276204648809
2AGPG120tipp,0.0,0.8144276204648111
2AGPG140tipp,0.0,0.8144276204648114
2AGPG141tipp,0.0,0.8144276204693597
2AGPG160tipp,0.0,0.814427620469409
2AGPG161tipp,0.0,0.8144276204694093
2AGPG180tipp,0.0,0.8144276204694092
2AGPG181tipp,0.0,0.8144276204694079
2AGPGAT120,0.0,0.8144276204694101
2AGPGAT140,0.0,0.8144276204694081
2AGPGAT141,0.0,0.814427620469409
2AGPGAT160,0.0,0.8144276204694116
2AGPGAT161,0.0,0.8144276204653887
2AGPGAT180,0.0,0.8144276204653853
2AGPGAT181,0.0,0.8144276204653828
2DGULRGx,0.0,0.0
2DGULRGy,0.0,0.0
2DGULRx,0.0,0.0
2DGULRy,0.0,0.0
2MAHMP,0.0,2.4432828613801174
34dhpactex,0.0,0.0
3AMACHYD,0.0,0.17155385946651283
3AMPtex,0.0,0.0
3CMPtex,0.0,0.0
3GMPtex,0.0,0.0
3HAD100,0.0,0.254177512946174
3HAD120,0.0,0.391704722892782
3HAD121,0.0,0.2269031565519621
3HAD140,0.0,0.3913435376253383
3HAD141,0.0,0.22690315655196194
3HAD160,0.0,0.39193586851634094
3HAD161,0.0,0.3920416849851817
3HAD180,0.0,0.391343537626642
3HAD181,0.0,0.3913435376266412
3HAD40,0.0,0.12369783955832238
3HAD60,-4.336808689942018e-19,0.12369783955832238
3HAD80,-4.336808689942018e-19,0.12369783955832238
3HCINNMH,0.0,0.0
3HPPPNH,0.0,0.0
3HPPtex,-0.17155385946682772,0.0
3HPPtpp,1.9949319973733282e-17,0.17155385945570686
3KGK,0.0,0.0
3NTD2pp,0.0,0.0
3NTD4pp,0.0,0.0
3NTD7pp,0.0,0.0
3NTD9pp,0.0,0.0
3OAR100,-4.336808689942018e-19,0.25417751372221076
3OAR120,0.0,0.3917047245045217
3OAR121,0.0,0.22690315655132995
3OAR140,0.000782571574000774,0.3921261091982146
3OAR141,-5.430718118194349e-17,0.2269031565513285
3OAR160,0.0,0.39193586851417467
3OAR161,-5.430718118194349e-17,0.392041684985336
3OAR180,0.0,0.3913435360124438
3OAR181,0.0,0.3913435360125268
3OAR40,1.9119191304296563e-18,0.12369783955788703
3OAR60,1.9119191304296563e-18,0.12369783955788703
3OAR80,1.9119191304296563e-18,0.12369783955788703
3OAS100,-1.3348226447303819e-17,0.25417751294559604
3OAS120,0.0,0.39170472289191427
3OAS121,-7.593393474997408e-17,0.2269031565507026
3OAS140,0.0007825715740007818,0.39212610758711014
3OAS141,-6.288372600415926e-18,0.22690315655152588
3OAS160,0.0,0.391935866902776
3OAS161,-8.170106903478224e-17,0.3920416833716134
3OAS180,0.0,0.3913435360126725
3OAS181,0.0,0.39134353601266963
3OAS60,-1.4417835712020396e-17,0.12369783955823098
3OAS80,-1.4417835712020396e-17,0.12369783955823098
3OXCOAT,0.0,0.0
3PEPTabcpp,0.0,0.07596918283952568
3PEPTtex,-0.04498195343452772,0.0
3UMPtex,0.0,0.0
42A12BOOXpp,0.0,0.0
4HOXPACDtex,0.0,0.0
4HTHRS,0.0,0.0
4PCP,0.0,0.0762825365427174
4PCPpp,0.0,0.0755115371597826
4PEPTabcpp,0.0,0.07573966869198466
4PEPTtex,-0.038575740755335305,0.0
5DGLCNR,-0.14795370389173687,0.0
5DGLCNt2rpp,-0.14795370389173731,0.0
5DGLCNtex,-0.14795370389173731,0.0
5DOAN,2.242411865262292e-06,0.030363477860055645
5MTRtex,-0.037424741597905375,0.0
5MTRtpp,1.0408340855860841e-17,0.037424741597874456
A5PISO,0.000391285787000387,0.01009128578741344
AACPS1,0.0,2.4432828613885995
AACPS2,0.0,2.443282861388599
AACPS3,0.0,2.4445662449829473
AACPS4,0.0,2.444795513998768
AACPS5,0.0,2.4432828613885977
AACPS6,0.0,2.443282861388601
AACPS7,0.0,2.444065432959187
AACPS8,-2.168404344971009e-19,2.443282861385186
